phase,episode_index,seed,frame_index,time_s,x_m,y_m,z_m,quat_w,quat_x,quat_y,quat_z
audit,15,2006223,34,3.399999999999847,0.4404809923937024,-0.8371682315781442,1.1999064140521327,0.999821567487627,-0.007315336788269459,-0.01741578259639031,9.772825603563982e-05
audit,15,2006223,35,3.499999999999836,0.5054037693619358,-0.8308500991191076,1.1999767744559924,0.9997843981187643,-0.017253176556506638,-0.011553393689982119,6.53548454809767e-05
audit,15,2006223,36,3.599999999999825,0.5680639650289022,-0.8211668459538382,1.2000918742891833,0.9996479462674586,-0.02610482692050875,-0.00474549565859166,-4.249302114448734e-05
audit,15,2006223,37,3.699999999999814,0.6297500671889005,-0.8064096337628742,1.2002736075636522,0.9995047066651999,-0.03146855906453359,-0.00023884177609499803,-0.00011873971694076994
audit,15,2006223,38,3.799999999999803,0.6913567048743692,-0.785537049096375,1.2004397287487685,0.9994567558337077,-0.03288326569838686,0.0022049947841914024,-0.00014850377643213248
audit,15,2006223,39,3.899999999999792,0.7533786238046581,-0.7582773484941275,1.200482403868945,0.999532086274454,-0.030389371823373635,0.0034746554579260062,-0.00014614194348586327
audit,15,2006223,40,3.999999999999781,0.8160446387997904,-0.7250972130112855,1.200360305071707,0.9996735566284239,-0.025399232937222387,0.0027656114665141566,-0.00010265132424051705
audit,15,2006223,41,4.0999999999997705,0.8792272191244702,-0.6869286749223216,1.2001298212408003,0.9997909705536919,-0.02043976874332765,0.0004786438655564326,-4.419361324698051e-05
audit,15,2006223,42,4.1999999999997595,0.9425052031159449,-0.6447740996126384,1.199843285019363,0.9998933208207522,-0.014490647004698473,-0.0018352118995190755,-1.1167683714293989e-05
audit,15,2006223,43,4.2999999999997485,1.0054284915026657,-0.5997858612123896,1.1995452151761519,0.9999617483557053,-0.007902978043000363,-0.0037476255967167247,-8.114169810140796e-06
audit,15,2006223,44,4.3999999999997375,1.0676323663342735,-0.5532097712680749,1.1992985130108322,0.9999835920129331,-0.003172830914391008,-0.004769552297445031,-1.4825029618422952e-05
audit,15,2006223,45,4.499999999999726,1.1289238674760973,-0.5059748171717249,1.1991271462517876,0.9999899345416629,-0.0006188796211821187,-0.0044438184424768065,-1.6763788450473884e-05
audit,15,2006223,46,4.599999999999715,1.1893855843349226,-0.45859227926060786,1.1990222752900854,0.9999981160010536,0.0003873760058555604,-0.00190204524433748,-1.2572291003429057e-05
audit,15,2006223,47,4.699999999999704,1.249465209598915,-0.4112597266525453,1.1989780686876614,0.9999998633481317,-4.8565101899652555e-05,0.0005204407712121344,-9.303354367286343e-06
audit,15,2006223,48,4.799999999999693,1.3096247383522976,-0.3639126494110695,1.1989888365234413,0.9999982694361504,-0.0009049975500846647,0.00162543501840271,-8.070929721177773e-06
audit,15,2006223,49,4.899999999999682,1.3700842135691909,-0.31640731439823355,1.1990417857520073,0.9999983539659548,-0.0008073288559292092,0.0016248841390356858,-6.085545092172379e-06
audit,15,2006223,50,4.999999999999671,1.4308381801524843,-0.26876738647274145,1.1991233858837038,0.9999997667414282,0.0005990801844053339,0.0003279766581003091,-7.164729271784963e-06
audit,16,2006224,0,0.0,-1.6,0.04051338392298695,1.2,1.0,0.0,0.0,0.0
audit,16,2006224,1,0.10000000000000007,-1.599631791114524,0.04022059916554922,1.2000783042788539,0.999756170201748,0.013737304469306972,0.017263520169405574,0.0009260025978493963
audit,16,2006224,2,0.20000000000000015,-1.595827635486342,0.03718845555654643,1.2006753167415727,0.998776676485378,0.031100835236951035,0.03837810791954115,0.0022381664153311473
audit,16,2006224,3,0.3000000000000002,-1.5845572702174868,0.02816323933613832,1.201757701607735,0.9978689600455447,0.040430191980965015,0.0511279952348684,0.0029776261131631127
audit,16,2006224,4,0.4000000000000003,-1.5633211285756643,0.011320698674420003,1.2027516173700643,0.9975741131269019,0.04200439229340231,0.05542959105879243,0.0030133506588414
audit,16,2006224,5,0.5000000000000003,-1.5312987657185042,-0.01367940692005615,1.2031578633533575,0.9978462050140946,0.03951710582535909,0.052294831876374244,0.002569055308867291
audit,16,2006224,6,0.6000000000000004,-1.4890946147946915,-0.046368098488753506,1.2028104958998243,0.9984096407199746,0.03518136003424462,0.044008156631680444,0.0019347799442299947
audit,16,2006224,7,0.7000000000000005,-1.4382782651400643,-0.08589508936437912,1.201842486505473,0.9989995444886208,0.0288713234864035,0.03412628910219429,0.0013240784660696287
audit,16,2006224,8,0.8000000000000006,-1.3807566005360965,-0.13105653409315793,1.2005314564041722,0.9994678965681993,0.021437080496818646,0.024570029808722714,0.0008300268129140959
audit,16,2006224,9,0.9000000000000007,-1.3183957397191917,-0.18043556633174593,1.1991618621760112,0.9997699350087134,0.014578651238788553,0.01572610877531348,0.0004790443790321239
audit,16,2006224,10,1.0000000000000007,-1.252941269539471,-0.2326918672511395,1.197935570618979,0.9999375426136302,0.008577317779155578,0.007160372389665992,0.0002637399688841453
audit,16,2006224,11,1.1000000000000008,-1.1860259387622507,-0.2866350333357117,1.1969808186234692,0.9999953861321641,0.00277684889630127,0.0012217317149757522,0.00015555130297011094
audit,16,2006224,12,1.2000000000000008,-1.1188368452410884,-0.34114715722088884,1.1963494092136833,0.9999952678416995,-0.0018300460043958226,-0.0024705485837901793,0.00010777534263438467
audit,16,2006224,13,1.300000000000001,-1.0521082562610637,-0.3953291303949664,1.1960240914009466,0.9999784090749233,-0.004646350792107876,-0.00464601291005753,8.586233945938101e-05
audit,16,2006224,14,1.400000000000001,-0.9863523000072888,-0.44858506690105265,1.195977774938287,0.9999276944048443,-0.007672770321733578,-0.009258388048535106,0.00012964777136615507
audit,16,2006224,15,1.500000000000001,-0.9224433217784174,-0.5003041329992758,1.1962022904370364,0.9998084915566143,-0.012009429457035418,-0.015449554625278295,0.0002551024959263769
audit,16,2006224,16,1.6000000000000012,-0.861469019373587,-0.5496137405748137,1.1966319489183777,0.9996915612625366,-0.018584322740906815,-0.016471123156136497,0.0003277052152184524
audit,16,2006224,17,1.7000000000000013,-0.8036582240012559,-0.5952776752304739,1.1971669930506985,0.9996080323306139,-0.02491604384271707,-0.012762768496841097,0.0002901717452442024
audit,16,2006224,18,1.8000000000000014,-0.7482743185862031,-0.6360672169793102,1.1977338428776283,0.9995463943538312,-0.02973194697901449,-0.004797009170139665,7.460638729021552e-05
audit,16,2006224,19,1.9000000000000015,-0.6938058402567112,-0.6710178998963051,1.1983413810848786,0.9994158148078531,-0.03382160579274637,0.004905184268313706,-0.0002593469652613332
audit,16,2006224,20,2.0000000000000013,-0.6383943559986835,-0.6993869982446906,1.1989494944622456,0.9993167057919052,-0.03448989826932077,0.013277513854552656,-0.0005254221429056027
audit,16,2006224,21,2.0999999999999903,-0.5804427262875517,-0.7209751108231323,1.1995067422121173,0.9992477888690842,-0.03452373585954326,0.017650819143739914,-0.0006455122786472529
audit,16,2006224,22,2.1999999999999793,-0.5190813245042893,-0.7358627455255684,1.1998875496717925,0.9993469777769833,-0.031107247279667554,0.018373372274869678,-0.0006134867085344096
audit,16,2006224,23,2.2999999999999683,-0.45415935152604336,-0.7447036209016732,1.1999801164859212,0.999562565636712,-0.02455110093634208,0.016483323537791632,-0.0004699635264045959
audit,16,2006224,24,2.3999999999999573,-0.386023366319791,-0.7487325773195017,1.1998610620876686,0.9997520695086176,-0.017846130477390965,0.013312332658002858,-0.00031135096601060897
audit,16,2006224,25,2.4999999999999463,-0.31527627816936776,-0.7492844552279522,1.1996242040366587,0.9998966684768267,-0.010295964827008853,0.010030534369320686,-0.0001840040510274102
audit,16,2006224,26,2.5999999999999353,-0.2425272605204011,-0.7477382288376663,1.1993907725219197,0.9999448440749289,-0.006355864264191821,0.008360681828061201,-0.00010390760563617286
audit,16,2006224,27,2.6999999999999242,-0.16813390941816336,-0.7448802968446013,1.1992279298354285,0.9999546599497784,-0.006325964844294626,0.007117315181732427,-6.354616378623417e-05
audit,16,2006224,28,2.7999999999999132,-0.09236034374652523,-0.7408001550726955,1.1991206430481474,0.9999712494010597,-0.005709784671022903,0.004989704918416378,-3.968778262945175e-05
audit,16,2006224,29,2.899999999999902,-0.015615899692113376,-0.7356055551171163,1.199057300210897,0.9999872299981504,-0.004476829656084279,0.0023446505793791005,-2.122538115522104e-05
audit,16,2006224,30,2.999999999999891,0.06157395225952181,-0.729560372792658,1.1990351722619075,0.999997614045456,-0.001958174219541548,-0.000968055491714538,-1.8046750879009276e-05
audit,16,2006224,31,3.09999999999988,0.13856640010216822,-0.7231974000579723,1.1990583854621761,0.9999816008026551,0.0039008369846144112,-0.004645191529685175,-6.101337035599797e-05
audit,16,2006224,32,3.199999999999869,0.21463529484527727,-0.7175471832128071,1.199143903622582,0.9999327664819473,0.007614621766631203,-0.00874455357303425,-0.00011328689068883752
audit,16,2006224,33,3.299999999999858,0.2889010530332524,-0.7132933127825468,1.1993032956852727,0.9998422467625867,0.005832002526925846,-0.01677677818323821,-9.51265399727263e-05
audit,16,2006224,34,3.399999999999847,0.3599226491940395,-0.7101451210537992,1.199526274656351,0.9997380613491886,0.0014466014940113714,-0.022841103839003996,-3.0495998198433253e-06
audit,16,2006224,35,3.499999999999836,0.42655915279479556,-0.7072300104233141,1.1997226310345452,0.9997163249590778,-0.00536530984261593,-0.023204951398057255,0.00011528756306667118
audit,16,2006224,36,3.599999999999825,0.4887870107049261,-0.7031745841137004,1.1998177881898,0.9997366378967604,-0.01652665321457309,-0.015922294885369885,7.145621258444446e-05
audit,16,2006224,37,3.699999999999814,0.5479080586578089,-0.6958844045509645,1.1999201342417027,0.9996016780145983,-0.027419781824940755,-0.0066808294869733385,-8.59792894941508e-05
audit,16,2006224,38,3.799999999999803,0.6056650269171343,-0.6832669850947723,1.2001224766361196,0.9994072133593711,-0.03442555591702763,-0.0002448525988554345,-0.00020744219595351384
audit,16,2006224,39,3.899999999999792,0.6633358189285083,-0.6639701011619713,1.2003295317859786,0.9993312668968425,-0.03637753206616136,0.003690878261557523,-0.0002675458603447881
audit,16,2006224,40,3.999999999999781,0.7217103038164037,-0.6376103848326208,1.2003986190542042,0.9994139046090648,-0.03367181826360396,0.0061627160041619125,-0.0002772369711007599
audit,16,2006224,41,4.0999999999997705,0.781260804692291,-0.6046950271076369,1.2002717487908643,0.9995855063741054,-0.027987460072893672,0.006742733857324555,-0.00023035976327700719
audit,16,2006224,42,4.1999999999997595,0.842102141382792,-0.5663129010451388,1.1999826476174873,0.9997652282554506,-0.020976984824161143,0.005424981434329165,-0.00015509819190338153
audit,16,2006224,43,4.2999999999997485,0.903965048470582,-0.5237936068128625,1.1996273343857626,0.9998864168850048,-0.014958809552556386,0.001838804935875687,-7.837119572767456e-05
audit,16,2006224,44,4.3999999999997375,0.9662014902907441,-0.4783439314638926,1.199285531518097,0.999958390447181,-0.009011744905501532,-0.0014157197668665865,-3.956745767911142e-05
audit,16,2006224,45,4.499999999999726,1.0281706760643807,-0.43112225431912354,1.1990059065149432,0.999987559356165,-0.003195388970588775,-0.0038300644387000986,-3.505172318854517e-05
audit,16,2006224,46,4.599999999999715,1.0893894062967817,-0.38326904365577713,1.1988233893818807,0.9999794560992946,0.0022024986003160003,-0.006019409622176761,-5.5561471190999954e-05
audit,16,2006224,47,4.699999999999704,1.1494582051385827,-0.33583052126622265,1.198742848691162,0.9999569411037174,0.006551922611851432,-0.006571388243511506,-7.145026279592817e-05
audit,16,2006224,48,4.799999999999693,1.2082268238154579,-0.28963446354185496,1.1987474654264314,0.9999381884889296,0.008474275002524585,-0.007197169542047244,-8.133413724175064e-05
audit,16,2006224,49,4.899999999999682,1.2655736043793366,-0.2450784320155472,1.1988153502856005,0.9999267081485534,0.008777599075745346,-0.008338126243113343,-8.795690559038658e-05
audit,16,2006224,50,4.999999999999671,1.3212807242250082,-0.20223216207270478,1.198925668766162,0.9999203621870549,0.008265680328528634,-0.009536244658592633,-8.860150474819353e-05
audit,16,2006224,51,5.09999999999966,1.3751108096738542,-0.16099218168463314,1.1990609810883899,0.9999171688742582,0.0068681663832297875,-0.010884726039970542,-8.01252534592859e-05
audit,16,2006224,52,5.199999999999649,1.426795715110576,-0.1210926764516384,1.1992130072337093,0.9999085440615786,0.004993905604396263,-0.012568231632830437,-6.303247290519191e-05
audit,17,2006225,0,0.0,-1.6,0.1316667405223508,1.2,1.0,0.0,0.0,0.0
audit,17,2006225,1,0.10000000000000007,-1.5996423251443086,0.13136450865594393,1.2000775767979448,0.999758384024742,0.014180543213751838,0.01676972660042416,0.0009284590163656442
audit,17,2006225,2,0.20000000000000015,-1.5959435792157626,0.12823568905994331,1.2006718641104956,0.9987827456272145,0.03204262096752242,0.037433114875868714,0.002249308690094053
audit,17,2006225,3,0.3000000000000002,-1.5849561126747536,0.11893594741487036,1.2017525491209107,0.9978743200727613,0.04140778072378316,0.050231984120834995,0.0029974666204576573
audit,17,2006225,4,0.4000000000000003,-1.5641694780933513,0.10163826333379346,1.2027460276046695,0.9975775604042844,0.0423481534617239,0.055104225080940206,0.003028077681993377
audit,17,2006225,5,0.5000000000000003,-1.5326580098150568,0.07611782815114085,1.2031551916201857,0.9978449642268225,0.03902071742160344,0.05268977407940989,0.0025687908700835604
audit,17,2006225,6,0.6000000000000004,-1.4908948441890797,0.042996694593737506,1.2028124334141728,0.9984069192303338,0.03431905409478188,0.04474513504191505,0.0019232912192596002
audit,17,2006225,7,0.7000000000000005,-1.4403879660449272,0.0031917455917243134,1.201846943625311,0.9989978251863857,0.02844235423532084,0.03453502629553048,0.0013075615439550126
audit,17,2006225,8,0.8000000000000006,-1.3830939851617878,-0.04216099168840893,1.2005372333267588,0.9994661395763318,0.021428457625251904,0.024649276031170234,0.0008186790138425095
audit,17,2006225,9,0.9000000000000007,-1.3209391537254616,-0.09172189004482624,1.1991679746413941,0.9997687568285314,0.01455371201134208,0.01582393776858784,0.0004746890775639013
audit,17,2006225,10,1.0000000000000007,-1.255682847156638,-0.1441627079291484,1.1979393162146905,0.9999378649110586,0.008835285980008392,0.006792442021314148,0.00025839921089964977
audit,17,2006225,11,1.1000000000000008,-1.1890203189987085,-0.19834514577508647,1.1969853930883119,0.999992955077566,0.003581344400714816,0.0011146273526071503,0.00014619639115765016
audit,17,2006225,12,1.2000000000000008,-1.1221026595941928,-0.25324296562268417,1.196353705117167,0.9999974368469502,-0.001050996481709436,-0.0020031350577060223,9.568628171232837e-05
audit,17,2006225,13,1.300000000000001,-1.0555724004763907,-0.30795731348198374,1.19602698300631,0.9999802861918532,-0.004327321515917831,-0.004549181246639789,8.041233529119908e-05
audit,17,2006225,14,1.400000000000001,-0.9899656843601573,-0.36183438788910816,1.1959708511164362,0.9999437407819859,-0.006615885427300258,-0.008290683379384807,9.949896400464495e-05
audit,17,2006225,15,1.500000000000001,-0.9260118015444895,-0.41436745762102273,1.1961659066157926,0.9998561462158447,-0.010706239581076476,-0.01315395906697204,0.00019149228657466474
audit,17,2006225,16,1.6000000000000012,-0.8646526765524609,-0.4647691847648388,1.1966001325213989,0.9997030354452741,-0.016215961675731222,-0.018186665732796415,0.00035874497657290043
audit,17,2006225,17,1.7000000000000013,-0.8068013621921495,-0.5119842802655499,1.1971906056979302,0.9995753598985071,-0.02149726921613837,-0.019665922608366554,0.0004677477765382227
audit,17,2006225,18,1.8000000000000014,-0.7527460565281451,-0.5549843435236277,1.1978155243194808,0.9995161354179867,-0.0260636888964869,-0.016969813565145517,0.00045231378993050017
audit,17,2006225,19,1.9000000000000015,-0.70191064501083,-0.5928757912667041,1.198374898043405,0.9995174514623824,-0.029906571723175776,-0.00839148201111717,0.00021028449355779306
audit,17,2006225,20,2.0000000000000013,-0.6526710272547388,-0.6249219045929758,1.1988605082775097,0.9994770972441012,-0.03215403549984204,0.0034092099536631912,-0.00016544809663069577
audit,17,2006225,21,2.0999999999999903,-0.6027866930239887,-0.6506437005849183,1.1993666015825768,0.9993235630247504,-0.03409646995958027,0.013768404225804401,-0.0005274133945872445
audit,17,2006225,22,2.1999999999999793,-0.5502505175493667,-0.6696743742740057,1.1999050708941652,0.9991654279080715,-0.035267312787545815,0.020592819068827095,-0.0007746772389846047
audit,17,2006225,23,2.2999999999999683,-0.49373414151043815,-0.6818187251041189,1.2003437337385332,0.9991463043291181,-0.03413643575971444,0.02325226129378706,-0.0008358491567425647
audit,17,2006225,24,2.3999999999999573,-0.43271938549685884,-0.6873621648786314,1.2004844261125025,0.999358023811151,-0.028270802227765852,0.021995637606650496,-0.0007027886923373037
audit,17,2006225,25,2.4999999999999463,-0.36743459711948184,-0.6874111303913908,1.2002866509434715,0.9996405444490127,-0.019733356796108888,0.018142376260472146,-0.0004803195430358599
audit,17,2006225,26,2.5999999999999353,-0.29858011729491546,-0.6835768411292216,1.199919228180274,0.9998231709574763,-0.011938109553770173,0.014526750274237917,-0.00028615256526760407
audit,17,2006225,27,2.6999999999999242,-0.22685612258720317,-0.6773293367014206,1.1995523811355735,0.9998980546913451,-0.00785122013122059,0.011925322200537053,-0.00015892554254577887
audit,17,2006225,28,2.7999999999999132,-0.1527976754744489,-0.6695396761959207,1.199238304681552,0.9999484763912129,-0.004513695564754227,0.009091967353195769,-8.511691749958345e-05
audit,17,2006225,29,2.899999999999902,-0.07696451675695315,-0.6608524957867112,1.198987061213507,0.9999825135800099,-0.0016176587538512346,0.005688047013805703,-4.284309851701463e-05
audit,17,2006225,30,2.999999999999891,-2.3629386049008306e-05,-0.6518703191826413,1.1988133566428931,0.9999960884562032,0.002094094929392211,0.0018538083158490819,-3.512048046810619e-05
audit,17,2006225,31,3.09999999999988,0.07727824994907126,-0.6433454876486376,1.1987376806839338,0.9999650384768131,0.008099253383068961,-0.0020781090717461362,-7.335795263563995e-05
audit,17,2006225,32,3.199999999999869,0.1541668302794511,-0.6363442256728646,1.1987605913932675,0.9999200187347638,0.011070508522399235,-0.00611444217720158,-0.00011649629724714094
audit,17,2006225,33,3.299999999999858,0.2298343067743005,-0.6314571296404794,1.1988509980468234,0.9998866703774711,0.010308195129660379,-0.010971262835057342,-0.00013750064136281164
audit,17,2006225,34,3.399999999999847,0.30327890588576406,-0.6285433168588925,1.199022978174748,0.9997977502516965,0.006739631112632494,-0.018947981350830954,-9.983405754865496e-05
audit,17,2006225,35,3.499999999999836,0.37305531181558305,-0.6269282620569084,1.199266428518053,0.9996961334561083,0.00167408660996896,-0.024593457592170607,5.5309642620096446e-06
audit,17,2006225,36,3.599999999999825,0.43816696359759105,-0.6255568717644459,1.1994293292984228,0.9997385254239668,-0.0073708523025082994,-0.021645901012403268,7.930200474517934e-05
audit,17,2006225,37,3.699999999999814,0.4991116203723815,-0.6226899597760843,1.1995091168474816,0.9997241031385652,-0.01917908512389228,-0.013560196713508244,3.691466406232156e-05
audit,17,2006225,38,3.799999999999803,0.5573877327038823,-0.6160654635959395,1.199676200178203,0.9995308136669275,-0.03014027520054169,-0.005450441482165865,-9.502007508146815e-05
audit,17,2006225,39,3.899999999999792,0.6145577846880195,-0.6035951147539584,1.1999523646350174,0.9993338335331061,-0.03648833838933398,0.0006642132953800145,-0.00022167162741678636
audit,17,2006225,40,3.999999999999781,0.6718293837303615,-0.584053098500436,1.2001866763320617,0.999301588918317,-0.03704885051240547,0.004861073867034185,-0.00029499473620105875
audit,17,2006225,41,4.0999999999997705,0.73002199165131,-0.5572971506493405,1.200264155763614,0.9994009411908564,-0.03388643445534171,0.007027058219891432,-0.0002979253381814944
audit,17,2006225,42,4.1999999999997595,0.7895691650840893,-0.5239462095896513,1.200142948434059,0.9995836255829116,-0.027837775050543464,0.007587651815354049,-0.00024756147772500613
audit,17,2006225,43,4.2999999999997485,0.8505413304434684,-0.485154292543103,1.1998489273055561,0.9997761425184458,-0.020584589672334813,0.004890353954389415,-0.00015478099996361978
audit,17,2006225,44,4.3999999999997375,0.9124491161782851,-0.44235842683495674,1.1994571066453434,0.9999299811191458,-0.01182100347542714,0.0005364393566541057,-9.470329547134024e-05
audit,17,2006225,45,4.499999999999726,0.9744529717020328,-0.3972298202547053,1.1990831789286178,0.9999848934132927,-0.0035640718266430325,-0.004183574510725413,-8.967459893854723e-05
audit,17,2006225,46,4.599999999999715,1.0356562706318677,-0.3513746558795002,1.1988210460052344,0.9999651431237695,0.002987462516311751,-0.007795779271271805,-0.00011589101409076968
audit,17,2006225,47,4.699999999999704,1.0953693815731125,-0.3060862239892665,1.198688118578847,0.9999255755239671,0.008168795977466267,-0.009060652164628553,-0.0001369952302353144
audit,17,2006225,48,4.799999999999693,1.1532843116473461,-0.26234551224314334,1.1986670545715368,0.9998892092589907,0.0103182569146131,-0.010727482569669175,-0.00015459427759764908
audit,17,2006225,49,4.899999999999682,1.2090945355937486,-0.22060137729031876,1.19872587328378,0.9998686262320606,0.010417877856469797,-0.012416630551099768,-0.00015932211657213383
audit,17,2006225,50,4.999999999999671,1.262456113401301,-0.18088168549441602,1.198838376954957,0.9998538651712032,0.009317634193684882,-0.014332026352696255,-0.00015170979804738177
audit,17,2006225,51,5.09999999999966,1.3130103203257875,-0.14296067360794845,1.1989776958238965,0.999851735042268,0.006605261291975158,-0.015901723916331816,-0.00011675923135760531
audit,17,2006225,52,5.199999999999649,1.3604699469816675,-0.10632285358124526,1.1991131131362047,0.9998678648227065,0.0030839350819705873,-0.015960529427526602,-6.11529603124555e-05
audit,17,2006225,53,5.299999999999638,1.4048147520590275,-0.07028723728240005,1.1992330047434665,0.9998893231189274,-0.0005283998849379256,-0.014868162839483773,-6.333440641377664e-06
audit,18,2006226,0,0.0,-1.6,-0.19866480605384654,1.2,1.0,0.0,0.0,0.0
audit,18,2006226,1,0.10000000000000007,-1.5996229627619536,-0.1989461310976018,1.2000783043327083,0.9997561837086428,0.013199907384300978,0.017677822711756924,0.0009111342099914554
audit,18,2006226,2,0.20000000000000015,-1.5957290004066402,-0.20183187050784857,1.2006540083508654,0.9988148220879788,0.02863481800554227,0.03929988581667817,0.0021254058301771145
audit,18,2006226,3,0.3000000000000002,-1.5842015915146337,-0.21020257131534367,1.201644530072792,0.9980141678180479,0.035132128732722,0.05221333112943909,0.0026874555853930253
audit,18,2006226,4,0.4000000000000003,-1.5624902631589401,-0.22538804396844503,1.2025633981991457,0.9977200990485372,0.035849633291485744,0.05711674322189596,0.0026618398085162657
audit,18,2006226,5,0.5000000000000003,-1.5296539882171616,-0.24753719265046864,1.2029890774357608,0.9979240110852224,0.033393715402954396,0.05502124405598427,0.0022782830594679985
audit,18,2006226,6,0.6000000000000004,-1.4861005666003668,-0.27618410368997237,1.2027249967069744,0.9984240425141921,0.029296989779181104,0.0478341450003541,0.0017355954544270495
audit,18,2006226,7,0.7000000000000005,-1.4332072204872093,-0.31054048857861705,1.2018655978996682,0.9989789481100962,0.024352317155404077,0.038033949692359945,0.0012018955052777833
audit,18,2006226,8,0.8000000000000006,-1.372876279687031,-0.34967822440333696,1.2006493487511871,0.9994385343048962,0.02003847582598551,0.02684229258904129,0.0007529685370126968
audit,18,2006226,9,0.9000000000000007,-1.307250596063053,-0.39273649903627594,1.1993473614303138,0.9997416000428729,0.015451782866882742,0.016666830857050435,0.0004385192528599258
audit,18,2006226,10,1.0000000000000007,-1.2383346010254788,-0.4388206606364205,1.1981581002073873,0.9999182343316662,0.010299147314823917,0.00757585993239911,0.00024199569396150743
audit,18,2006226,11,1.1000000000000008,-1.1678865111821568,-0.48693184772619286,1.1972127374382784,0.9999859117732715,0.00525750068049394,0.0007180392830828661,0.00013914439718479258
audit,18,2006226,12,1.2000000000000008,-1.0973110977324612,-0.5361041689780746,1.1965762752674804,0.9999795010054784,0.0016117529154966875,-0.0061960236805878545,9.545639924356711e-05
audit,18,2006226,13,1.300000000000001,-1.027928318317557,-0.5855636275162215,1.1962544426294557,0.9999252023336421,-0.003096098737767917,-0.011831684878683173,0.00012305918446220816
audit,18,2006226,14,1.400000000000001,-0.9608049011722017,-0.6343635968717901,1.1962087929918463,0.999853296236702,-0.010366378121051303,-0.013634116312665659,0.00018730089435780746
audit,18,2006226,15,1.500000000000001,-0.8962541807021661,-0.681066169579119,1.1963946188705397,0.9997452073447675,-0.020451906150132097,-0.009551128214051819,0.00012599933603688792
audit,18,2006226,16,1.6000000000000012,-0.8335418711611505,-0.7237870579995352,1.1967859370855511,0.9995886312601084,-0.02855308101545786,-0.0026995968097462747,-4.4689276537534305e-05
audit,18,2006226,17,1.7000000000000013,-0.7713652835277481,-0.7609609666384637,1.1973092023225735,0.9994671279192668,-0.032412031266596676,0.0038560058609341777,-0.00022728129042860507
audit,18,2006226,18,1.8000000000000014,-0.7084405193136428,-0.7917850527314754,1.1979031201792238,0.9993658886923013,-0.03430156136969393,0.009542692677600096,-0.0004005275382548489
audit,18,2006226,19,1.9000000000000015,-0.6436895831276097,-0.8159735392694455,1.1984040882567648,0.9994359280654654,-0.03114693834603265,0.012549822122285753,-0.00044259269000673296
audit,18,2006226,20,2.0000000000000013,-0.5765162813247063,-0.8340744801188651,1.198716765729148,0.999578831213236,-0.02597040540278222,0.012944411302026188,-0.00037476611356440263
audit,18,2006226,21,2.0999999999999903,-0.5068547844742455,-0.8470824018454812,1.1988791976212092,0.9997272109831048,-0.020865833986526923,0.010490552773205375,-0.0002624776211145655
audit,18,2006226,22,2.1999999999999793,-0.43512680788299535,-0.855982810456264,1.1989473804090034,0.9998325731629483,-0.016471416450551116,0.007968005959045543,-0.00017018668438094933
audit,18,2006226,23,2.2999999999999683,-0.3618249714071399,-0.8616394076877943,1.1989831886824365,0.9998989693637614,-0.012823379194206301,0.006131919652503568,-0.0001075765097450779
audit,18,2006226,24,2.3999999999999573,-0.2873112789009323,-0.8647691734087302,1.1990142432218365,0.9999410173312612,-0.0097726928280809,0.004738348423232339,-6.623919864483173e-05
audit,18,2006226,25,2.4999999999999463,-0.2118520263373747,-0.8659331424493982,1.199070736516967,0.9999501677693711,-0.009078938571126939,0.004151223166263093,-4.6889797455111776e-05
audit,18,2006226,26,2.5999999999999353,-0.1355787300011507,-0.8652986555478424,1.199159869052213,0.9999476737520644,-0.009558840573542475,0.003643749413905082,-3.761560444765877e-05
audit,18,2006226,27,2.6999999999999242,-0.05860360461315873,-0.8628255053466781,1.1992543273270189,0.9999629642622605,-0.008247813674517473,0.002458246859313509,-2.6378073099298794e-05
audit,18,2006226,28,2.7999999999999132,0.018819263109274842,-0.8587226494505557,1.1993454747193615,0.9999747485399474,-0.007092330435173306,-0.0004484642017375722,-3.365805188899394e-06
audit,18,2006226,29,2.899999999999902,0.09617203262274027,-0.8531830088507778,1.1994523032392574,0.9999621836330811,-0.008260973456138363,-0.002717942248285338,2.0279367577139936e-05
audit,18,2006226,30,2.999999999999891,0.17298329467237786,-0.846192104837764,1.1995321765859936,0.9999858253516557,-0.001753602081902063,-0.005027288565636989,-1.857915051750119e-05
audit,18,2006226,31,3.09999999999988,0.2487281028555703,-0.8388376015112105,1.1996237316836784,0.9999235208332382,0.005376482472290147,-0.011136855014010039,-0.000127988604446024
audit,18,2006226,32,3.199999999999869,0.3223167896742679,-0.8324000722762096,1.1997569159150507,0.9998547844976324,0.0050386257314157775,-0.01627882852148182,-0.00014801993572885976
audit,18,2006226,33,3.299999999999858,0.39276552528043573,-0.8268647124724413,1.1998729534503638,0.9998367000425643,-0.0005141686786224565,-0.01806395320252357,-4.973190053201196e-05
audit,18,2006226,34,3.399999999999847,0.4597536897442202,-0.8211798483281898,1.1999386564177323,0.9998443337142324,-0.008670520537125206,-0.01536649241219382,3.638824602368713e-05
audit,18,2006226,35,3.499999999999836,0.5237829534797063,-0.8137374848330037,1.2000005184717617,0.9997682499991297,-0.019429438695407086,-0.009270554280735104,5.3839020432272565e-06
audit,18,2006226,36,3.599999999999825,0.5859822516006042,-0.8025219916217187,1.2001421484677164,0.9996009530269613,-0.0280472192513154,-0.0033588881547999983,-7.791163605494029e-05
